pm_note_count,pm_length_seconds,pm_pitch_range_min_note,pm_pitch_range_max_note,muspy_n_pitches_used,muspy_n_pitch_classes_used,theory_conjuction_melody_motion,pm_average_pitch_hz,muspy_pitch_entropy,muspy_pitch_class_entropy,pm_interval_range_min,pm_interval_range_max,pm_groove,pm_average_polyphony,pm_max_polyphony,pm_note_density,metadata_index
30.0,23.625,64.0,84.0,11.0,6.0,3.931034482758621,620.7912831415817,3.2159220638351664,2.5072178995404983,-9.0,12.0,0.3675690621608249,1.0425531914893618,2.0,1.2698412698412698,4751
39.0,23.2734375,67.0,86.0,11.0,6.0,2.5789473684210527,668.4383774953918,3.307570733996421,2.461326180723334,-7.0,12.0,0.3412819039300773,1.2391304347826086,2.0,1.675730110775428,4752
22.0,20.99999475,48.0,72.0,14.0,7.0,7.761904761904762,309.9523122375652,3.629219686524097,2.642423961771976,-18.0,12.0,1.2570784078397372,3.5365853658536586,5.0,1.047619309523875,4753
17.0,20.99999475,48.0,81.0,13.0,6.0,11.625,454.14180146781086,3.572469458770135,2.41896119556797,-31.0,12.0,2.081665479049633,4.048780487804878,5.0,0.8095240119048125,4754
56.0,16.0,40.0,72.0,15.0,7.0,7.781818181818182,312.2187867862116,3.3957930244736536,2.4397266823441983,-28.0,12.0,0.2499586742703185,3.78125,5.0,3.5,4755
24.0,14.75,55.0,64.0,7.0,7.0,5.086956521739131,259.94413794042174,2.6887218755408666,2.688721875540867,-9.0,5.0,0.5751633284923023,0.5172413793103449,1.0,1.6271186440677967,4756
6.0,21.333344,55.0,57.0,2.0,2.0,,203.99847866058312,0.9182958340544896,0.9182958340544896,-2.0,2.0,1.306395182681627,0.7380952380952381,1.0,0.2812498593750703,4757
14.0,11.3671875,65.0,91.0,13.0,6.0,12.76923076923077,788.1349179764778,3.664497779200461,2.5216406363433186,-18.0,12.0,0.6146329544037263,1.0909090909090908,4.0,1.2316151202749142,4758
84.0,23.671875,68.0,93.0,19.0,9.0,10.120481927710845,843.969901855368,3.918738484399457,2.9005414380771204,-17.0,21.0,0.3948071638078283,2.191489361702128,4.0,3.548514851485149,4759
96.0,9.6,29.0,69.0,16.0,7.0,11.189473684210526,226.4623029373629,3.6728065407240456,2.475357203093092,-38.0,28.0,0.1768843934400638,4.2631578947368425,5.0,10.0,4760
20.0,42.666656,81.0,91.0,7.0,7.0,3.1578947368421053,1268.2822280854036,2.603701696057348,2.603701696057348,-7.0,8.0,0.7863239302917922,1.0,1.0,0.4687501171875293,4761
49.0,9.45,81.0,96.0,10.0,7.0,4.895833333333333,1388.8353782832276,3.0692189062947888,2.724917571534037,-12.0,5.0,0.1434780035406124,1.0,2.0,5.185185185185184,4762
35.0,9.15,76.0,93.0,9.0,6.0,5.323529411764706,1125.2977800001547,2.952688460733994,2.559792748605048,-12.0,9.0,0.182115595063679,0.8333333333333334,2.0,3.8251366120218577,4763
26.0,14.769232,65.0,83.0,9.0,7.0,6.88,635.57346354081,3.05701448917184,2.716447067161327,-18.0,9.0,0.9796800197142052,3.655172413793104,4.0,1.76041651996529,4764
9.0,22.5,67.0,76.0,4.0,4.0,,476.7637278680503,1.7527152789797045,1.7527152789797045,-9.0,5.0,1.9281528563627937,0.8,2.0,0.4,4765
64.0,16.0,40.0,72.0,16.0,6.0,8.920634920634921,298.9911618093671,3.674593556539403,2.527330075995376,-31.0,12.0,0.2484519974999766,3.84375,5.0,4.0,4766
8.0,10.928847064583334,72.0,84.0,7.0,6.0,,745.3470310321441,2.75,2.5,-2.0,5.0,1.3562560518016438,2.0,2.0,0.7320076813889428,4767
24.0,38.4,60.0,71.0,7.0,7.0,5.260869565217392,365.5706490703171,2.792481250360578,2.792481250360578,-11.0,5.0,2.208627181410441,3.0,3.0,0.625,4768
16.0,17.39355853333333,57.0,67.0,7.0,7.0,2.933333333333333,305.4424638647293,2.5550365325772657,2.5550365325772657,-4.0,5.0,0.5706624982449843,0.8529411764705882,1.0,0.9198807690408672,4769
72.0,16.0,71.0,84.0,9.0,7.0,2.8732394366197185,676.8896459504799,2.705384113258975,2.5437397122965937,-5.0,12.0,0.1155547856823697,1.0,1.0,4.5,4770
18.0,21.166661375,40.0,72.0,13.0,6.0,12.352941176470589,270.8230498810406,3.530493056757482,2.4613201402110088,-31.0,16.0,2.033173044148293,4.380952380952381,6.0,0.8503939133858799,4771
73.0,16.0,29.0,60.0,15.0,7.0,9.22222222222222,141.19044990057645,3.70011762789571,2.4451131585671124,-31.0,12.0,0.4453116539411499,5.15625,6.0,4.5625,4772
56.0,20.210528,43.0,72.0,16.0,9.0,8.727272727272727,309.0796968450265,3.757462287781333,2.89429859661771,-23.0,14.0,0.7259682622136246,4.175,5.0,2.770833102430575,4773
78.0,23.25,72.0,98.0,14.0,6.0,12.064935064935066,1178.3319579001711,3.587705289520004,2.496099558395304,-19.0,12.0,0.3683956295274826,1.7826086956521738,2.0,3.3548387096774195,4774
10.0,10.5703125,81.0,96.0,8.0,4.0,,1433.6771729361003,2.9219280948873623,1.9219280948873625,-13.0,12.0,1.0606601717798212,1.0476190476190477,4.0,0.9460458240946046,4775
55.0,9.6,41.0,71.0,13.0,7.0,7.092592592592593,281.9085076157139,3.4097494972019824,2.5687523446832365,-26.0,16.0,0.1693305628236464,3.421052631578948,4.0,5.729166666666667,4776
42.0,19.2,74.0,96.0,14.0,7.0,12.121951219512194,1215.6523105244387,3.5867866151171586,2.5867866151171586,-17.0,12.0,0.5573477602695232,2.0,2.0,2.1875,4777
64.0,8.0,74.0,91.0,11.0,7.0,3.1904761904761907,1049.3554860942045,3.1075545869229444,2.665730411692205,-5.0,5.0,0.0,1.0,1.0,8.0,4778
7.0,21.29166134375,59.0,67.0,5.0,5.0,,311.8728700809182,2.128085278891394,2.1280852788913944,-3.0,3.0,1.993877574161433,0.8809523809523809,1.0,0.3287672054794726,4779
22.0,12.0,64.0,88.0,15.0,7.0,11.857142857142858,750.6450645973607,3.823067982273661,2.7321588913645702,-19.0,12.0,0.734968415259167,1.75,2.0,1.8333333333333333,4780
81.0,17.747590997916664,48.0,77.0,25.0,11.0,10.275,340.06775721040725,4.303409146087699,3.1170054585810028,-28.0,28.0,0.2406577188908975,2.1714285714285717,5.0,4.563999700551379,4781
19.0,18.666676,83.0,93.0,7.0,7.0,3.2777777777777777,1243.6986427694844,2.575588697084778,2.5755886970847777,-7.0,9.0,0.5983519444129899,1.0,1.0,1.017856633928826,4782
38.0,19.2,39.0,67.0,15.0,8.0,6.837837837837838,205.9635290120137,3.5600600006168057,2.8419821985693594,-23.0,7.0,0.4070237966922528,1.0,1.0,1.9791666666666667,4783
62.0,9.3,84.0,96.0,8.0,7.0,4.213114754098361,1488.995112650494,2.889015911606356,2.784334863289049,-5.0,11.0,3.7004969437649373e-16,1.0,1.0,6.666666666666666,4784
64.0,8.0,86.0,96.0,7.0,7.0,4.968253968253968,1723.3973651777442,2.615507421131308,2.615507421131308,-5.0,9.0,0.0,1.0,1.0,8.0,4785
98.0,22.14423261458333,40.0,69.0,21.0,9.0,7.783505154639175,246.63321627739884,3.852120282367463,2.8908393906800125,-27.0,12.0,0.2102125923791159,2.227272727272727,5.0,4.425531546099322,4786
24.0,9.45,81.0,93.0,8.0,7.0,5.3478260869565215,1242.4368760005032,2.918295834054489,2.751629167387823,-9.0,9.0,0.0690195994190763,0.5,1.0,2.5396825396825395,4787
63.0,7.384607999999999,41.0,65.0,11.0,7.0,6.17741935483871,251.91646281768752,2.982190061220241,2.685758073084013,-24.0,16.0,0.1841959899724405,3.928571428571429,4.0,8.531258531258532,4788
42.0,11.953125,79.0,101.0,18.0,9.0,11.975609756097562,1670.352671930177,3.946387519131128,2.946387519131128,-19.0,12.0,0.3055480443016475,1.565217391304348,2.0,3.5137254901960784,4789
25.0,21.333328,40.0,72.0,17.0,7.0,10.541666666666666,283.2642702935128,3.973660689688186,2.6946939516467023,-31.0,27.0,0.8427132014978911,1.6428571428571428,3.0,1.1718752929688234,4790
15.0,10.971154760416669,60.0,76.0,9.0,7.0,5.428571428571429,408.993968617532,3.056564762130954,2.6062389286533896,-16.0,7.0,0.9952618563503924,3.333333333333333,4.0,1.3672216213847597,4791
34.0,36.3,65.0,77.0,9.0,8.0,3.1515151515151514,557.7939413818343,3.005965784392487,2.803676356199029,-12.0,8.0,0.375268498919096,0.2638888888888889,1.0,0.9366391184573002,4792
8.0,20.210528,41.0,48.0,4.0,4.0,,106.5296748759969,2.0,2.0,-5.0,7.0,7.121270024666099e-16,1.0,1.0,0.3958333003472249,4793
94.0,23.0390625,38.0,72.0,22.0,10.0,11.35483870967742,245.21635746937136,4.082526849627531,2.882649005402578,-27.0,24.0,0.3257249728443357,2.4565217391304346,5.0,4.080027127839946,4794
24.0,21.333328,60.0,84.0,14.0,7.0,9.73913043478261,599.9601965647076,3.6053885422075336,2.6541834829029325,-18.0,9.0,0.3030401622336932,2.1666666666666665,3.0,1.1250002812500703,4795
13.0,10.919231679166666,76.0,91.0,9.0,7.0,3.583333333333333,1072.527092661803,2.9312089489103235,2.6235166412180155,-8.0,8.0,0.5503026147086639,0.8571428571428571,1.0,1.1905599571445429,4796
45.0,42.666656,41.0,67.0,12.0,7.0,10.613636363636363,256.589852417071,3.088764974387061,2.4040373318729857,-26.0,16.0,0.5308842888380302,1.8705882352941177,2.0,1.054687763671941,4797
12.0,14.769232,60.0,76.0,8.0,7.0,5.454545454545454,476.7558328868262,2.918295834054489,2.688721875540867,-11.0,9.0,1.644412831490231,3.0,3.0,0.8124999322916723,4798
30.0,29.538464,60.0,84.0,14.0,7.0,10.310344827586206,656.0708857926992,3.493344863722962,2.480797137001491,-24.0,9.0,1.5800116303614211,3.7288135593220337,4.0,1.0156249153645904,4799
25.0,21.333328,60.0,84.0,14.0,7.0,9.0,649.8356522758305,3.653660689688186,2.6684930703645584,-17.0,9.0,0.8427990364448772,2.4761904761904763,3.0,1.1718752929688234,4800
26.0,9.6,67.0,79.0,8.0,7.0,2.44,590.8837695295454,2.776746932333265,2.670789720711593,-7.0,3.0,0.1281249390243757,1.0,1.0,2.708333333333333,4801
88.0,22.14423261458333,33.0,69.0,22.0,9.0,10.045977011494251,238.19768879586152,3.9206612533224527,2.9464272892108245,-31.0,27.0,0.2332542780634865,2.7954545454545454,5.0,3.973946694456533,4802
26.0,7.984375,59.0,77.0,12.0,7.0,4.32,419.30040468441496,3.330838161431984,2.691253912082342,-5.0,12.0,0.1067707825203131,1.5333333333333334,3.0,3.2563600782778863,4803
106.0,21.89038643958333,65.0,91.0,16.0,7.0,10.971428571428572,843.2302292333773,3.66369582274786,2.614785469463414,-20.0,12.0,0.2901013983702503,1.6744186046511629,4.0,4.842308302439344,4804
17.0,11.953125,49.0,72.0,15.0,9.0,8.125,304.5752159601767,3.85216872360328,3.057476076289932,-22.0,8.0,1.1821425199611086,4.043478260869565,5.0,1.4222222222222225,4805
16.0,11.015385533333331,48.0,71.0,9.0,7.0,9.333333333333334,298.76020708888046,3.0306390622295662,2.5550365325772657,-19.0,11.0,1.085998935399962,3.909090909090909,4.0,1.4525138454376263,4806
64.0,20.210528,62.0,91.0,15.0,6.0,9.317460317460318,783.1384860751589,3.32444854093942,2.1965669175496854,-19.0,12.0,0.3466991058999221,1.475,2.0,3.1666664027778,4807
24.0,12.0,49.0,76.0,17.0,9.0,10.08695652173913,329.3937955489792,3.970175521464344,2.9754128972590443,-22.0,23.0,0.419710796525828,2.0,3.0,2.0,4808
32.0,11.2265625,69.0,95.0,15.0,7.0,12.161290322580646,1112.748480534149,3.679229296672175,2.577819531114783,-19.0,12.0,0.5106501028840024,1.4545454545454546,2.0,2.850382741823243,4809
27.0,9.6,64.0,77.0,8.0,7.0,3.8846153846153846,505.3601131380241,2.8336170213883864,2.685468873240238,-7.0,10.0,0.2934945540456208,1.4210526315789471,2.0,2.8125,4810
28.0,29.538464,65.0,81.0,10.0,7.0,5.666666666666667,589.2238404811085,3.124518654958899,2.6674925305971176,-14.0,7.0,1.6180732379094056,3.5084745762711864,4.0,0.9479165876736176,4811
68.0,16.0,41.0,60.0,11.0,7.0,7.268656716417911,184.4098780767269,3.2323210026785,2.571479172457711,-19.0,12.0,0.4132199462658844,4.0,4.0,4.25,4812
35.0,23.625,71.0,84.0,10.0,8.0,2.764705882352941,772.4147063635713,3.144027489648851,2.810468288485781,-10.0,5.0,0.4329027652530509,1.0212765957446808,2.0,1.4814814814814814,4813
42.0,7.384607999999999,38.0,65.0,14.0,7.0,7.878048780487805,210.2306401007089,3.7256507561120937,2.643314758340638,-24.0,24.0,0.0991001834231265,2.071428571428572,3.0,5.687505687505688,4814
2.0,11.953125,60.0,64.0,2.0,2.0,,295.62656110673424,1.0,1.0,-4.0,-4.0,0.0,0.391304347826087,1.0,0.1673202614379084,4815
14.0,11.015385533333331,76.0,86.0,6.0,6.0,3.076923076923077,845.2117443433772,2.467720100474499,2.467720100474499,-7.0,8.0,0.3636703975199611,0.9090909090909092,2.0,1.2709496147579231,4816
78.0,16.0,67.0,84.0,11.0,7.0,3.909090909090909,645.0341253771287,3.145326861790606,2.7116657755227447,-9.0,9.0,0.1155679982503745,1.0,1.0,4.875,4817
35.0,9.45,60.0,74.0,8.0,6.0,2.8529411764705883,387.1154872664921,2.724117032162565,2.5019902461392127,-7.0,10.0,0.1335242289743079,0.6111111111111112,1.0,3.7037037037037033,4818
64.0,42.5833226875,48.0,81.0,17.0,7.0,10.07936507936508,471.8261758853824,3.809171884241178,2.512964777469659,-29.0,16.0,0.3238539097413079,1.847058823529412,3.0,1.502935796477589,4819
12.0,20.99999475,40.0,64.0,10.0,7.0,12.181818181818182,199.1101846750796,3.251629167387822,2.688721875540867,-22.0,16.0,2.3752621870649624,3.0,3.0,0.57142871428575,4820
80.0,38.3625,58.0,77.0,12.0,8.0,6.2025316455696204,474.0800096093381,3.4373261452560087,2.8323328717505145,-18.0,7.0,0.8862493049226526,4.75,5.0,2.085369827305311,4821
6.0,9.140625,84.0,100.0,4.0,2.0,,1841.7613582526772,1.9182958340544896,0.9182958340544896,-16.0,12.0,2.2976401786670166,0.0,0.0,0.6564102564102564,4822
47.0,29.538464,60.0,79.0,11.0,7.0,6.0,513.9467512713378,3.3709890541650696,2.737981608962663,-17.0,7.0,1.079889645608753,3.9322033898305087,4.0,1.5911457007378582,4823
27.0,9.15,67.0,81.0,9.0,7.0,3.730769230769231,644.3909604875429,2.800409726860988,2.572939006487792,-9.0,8.0,0.173076923076923,0.4444444444444444,1.0,2.9508196721311477,4824
36.0,20.210528,55.0,69.0,8.0,6.0,4.428571428571429,337.3463446469023,2.794653473544342,2.3082708345352603,-12.0,7.0,0.193512292121757,1.325,2.0,1.7812498515625124,4825
62.0,15.640625,55.0,64.0,6.0,6.0,2.3278688524590163,219.28976293410628,1.8783035367339525,1.878303536733953,-9.0,7.0,0.0317457651328476,0.967741935483871,1.0,3.964035964035964,4826
56.0,17.55242959375,76.0,91.0,13.0,10.0,3.2545454545454544,944.3761917985158,3.392103006324601,3.0495997754037814,-12.0,9.0,0.181646983922384,0.5142857142857142,1.0,3.1904415112959783,4827
40.0,23.4140625,64.0,96.0,21.0,8.0,9.487179487179487,888.0289629835631,4.175070520364183,2.828212945841001,-20.0,12.0,0.921974501951394,1.391304347826087,3.0,1.708375041708375,4828
38.0,10.875,52.0,76.0,15.0,9.0,9.35135135135135,377.6603331121195,3.748092817135928,2.937652514974616,-24.0,23.0,0.2882255623426035,2.2857142857142856,4.0,3.4942528735632186,4829
1.0,12.0,57.0,57.0,1.0,1.0,,220.0,-0.0,-0.0,,,,0.125,1.0,0.0833333333333333,4830
91.0,22.7109375,57.0,88.0,24.0,10.0,10.822222222222225,590.4244261197723,4.170013862875486,2.9068362694998577,-20.0,12.0,0.3119722105512765,1.8222222222222224,3.0,4.00687994496044,4831
80.0,31.5625,40.0,71.0,23.0,11.0,7.936708860759493,241.20029238878135,4.147810402021881,3.076402741426727,-24.0,16.0,0.1942959696707979,2.0793650793650795,5.0,2.5346534653465347,4832
27.0,29.538464,60.0,84.0,13.0,7.0,10.73076923076923,614.8650166245903,3.4821272067338285,2.4860585774900845,-24.0,9.0,1.63776050495399,3.3559322033898304,4.0,0.9140624238281312,4833
27.0,19.894738500000003,79.0,91.0,8.0,7.0,3.615384615384616,1144.3946683349322,2.637803818506796,2.535770948056297,-8.0,9.0,0.6182413434694718,0.9743589743589745,1.0,1.3571427440476282,4834
27.0,15.25,77.0,89.0,9.0,8.0,4.884615384615385,1049.871838454795,2.922148855668505,2.8201159852180058,-6.0,9.0,0.180400606147055,0.8666666666666667,1.0,1.7704918032786885,4835
32.0,29.538464,69.0,93.0,13.0,7.0,8.387096774193548,1073.8754735486257,3.480337797403416,2.538409377088532,-21.0,15.0,1.543799401719802,4.0,4.0,1.083333243055563,4836
9.0,16.0,69.0,80.0,8.0,8.0,,630.6701028147793,2.94770277922009,2.94770277922009,-2.0,5.0,0.9762812094883316,0.875,2.0,0.5625,4837
56.0,19.2,46.0,67.0,12.0,7.0,8.527272727272727,261.5220645160131,3.3016446550075744,2.639877331169781,-19.0,9.0,0.1057675605254472,1.8157894736842104,2.0,2.916666666666667,4838
64.0,11.90625,84.0,91.0,3.0,3.0,0.1587301587301587,1312.8761151080869,1.5,1.5,-4.0,3.0,0.0041759569048816,0.6521739130434783,1.0,5.375328083989501,4839
14.0,20.99999475,40.0,79.0,13.0,7.0,18.384615384615383,416.39758061252894,3.664497779200461,2.6455933144511468,-36.0,36.0,2.247066340818571,3.5121951219512195,4.0,0.6666668333333751,4840
101.0,23.296875,67.0,100.0,23.0,10.0,11.17,1157.2194503210746,4.209073759713569,2.897797100296283,-23.0,12.0,0.3001790237326094,2.3043478260869565,5.0,4.335345405767941,4841
68.0,22.121155689583333,48.0,72.0,16.0,9.0,6.925373134328358,293.2238445125691,3.682671849554304,2.876806905595269,-16.0,15.0,0.2467921348371492,2.272727272727273,4.0,3.0739804445217405,4842
62.0,23.25,46.0,72.0,17.0,9.0,7.60655737704918,315.6553760841281,3.683811112235664,2.817720755469489,-23.0,16.0,0.3269400526577664,1.7608695652173914,5.0,2.6666666666666665,4843
38.0,8.55,74.0,91.0,11.0,7.0,4.405405405405405,959.401142517606,3.1250055538894514,2.744363621081289,-14.0,12.0,0.179937900171666,0.5294117647058824,2.0,4.444444444444444,4844
128.0,16.0,81.0,93.0,8.0,7.0,3.566929133858268,1267.3247302805823,2.735260963192129,2.649836491893328,-10.0,7.0,0.0,1.0,1.0,8.0,4845
40.0,9.6,45.0,69.0,12.0,7.0,8.76923076923077,301.59765307763485,3.3586949695628423,2.6915529132938514,-24.0,22.0,0.1263975132704229,2.0,2.0,4.166666666666667,4846
80.0,22.125,72.0,100.0,17.0,7.0,10.949367088607596,1317.4750006840154,3.881811885490604,2.752182149961546,-21.0,12.0,0.3011383341990967,1.4772727272727273,3.0,3.615819209039548,4847
64.0,16.0,55.0,64.0,6.0,6.0,6.301587301587301,269.47746553204576,2.263551813326428,2.2635518133264285,-9.0,9.0,0.0,1.0,1.0,4.0,4848
32.0,29.538464,64.0,84.0,11.0,7.0,7.32258064516129,749.9629944175723,3.1756081122623816,2.498277735990273,-20.0,12.0,1.543799401719802,4.0,4.0,1.083333243055563,4849
12.0,20.99999475,36.0,83.0,11.0,7.0,26.09090909090909,437.4630500423063,3.418295834054489,2.688721875540867,-43.0,28.0,2.3752621870649624,3.0,3.0,0.57142871428575,4850
45.0,29.538464,60.0,86.0,15.0,7.0,8.818181818181818,714.8537230473494,3.6220983077203934,2.728770953493289,-21.0,16.0,1.0973452800290986,3.745762711864407,4.0,1.5234373730468855,4851
51.0,20.04166165625,64.0,88.0,14.0,7.0,4.92,676.0104166165271,3.4272588034613403,2.6337246012567426,-12.0,9.0,0.5359932324614392,1.275,3.0,2.54469918087334,4852
50.0,17.9375,65.0,81.0,10.0,7.0,3.693877551020408,583.1520304027747,3.0825158643076227,2.7241929250897496,-7.0,10.0,0.1675148485651224,0.8857142857142857,1.0,2.787456445993032,4853
32.0,29.538464,72.0,95.0,12.0,7.0,7.838709677419355,1191.3613102528757,3.4025182662886326,2.6480898459737485,-21.0,12.0,1.543799401719802,4.0,4.0,1.083333243055563,4854
75.0,19.2,58.0,77.0,12.0,8.0,5.513513513513513,474.9983393077592,3.3976930539291588,2.9219473148234902,-12.0,10.0,0.3116615853045822,3.3947368421052637,4.0,3.90625,4855
61.0,23.3671875,77.0,91.0,12.0,10.0,4.133333333333334,1144.4337267052638,3.0344399381182505,2.845755101981744,-13.0,5.0,0.0,1.0217391304347827,2.0,2.610498161150117,4856
36.0,29.538464,60.0,84.0,13.0,7.0,7.857142857142857,711.1280115495199,3.381576656786652,2.488110072442748,-24.0,12.0,1.4769232,4.491525423728813,5.0,1.2187498984375085,4857
26.0,16.0,64.0,84.0,12.0,6.0,12.16,658.2022580588836,3.5073801024236357,2.507380102423636,-19.0,12.0,0.7246858155435361,2.0625,4.0,1.625,4858
2.0,9.955560533333331,43.0,43.0,1.0,1.0,,97.99885899543732,-0.0,-0.0,0.0,0.0,0.0,0.3157894736842105,1.0,0.2008927566964788,4859
1.0,24.0,48.0,48.0,1.0,1.0,,130.8127826502993,-0.0,-0.0,,,,0.125,1.0,0.0416666666666666,4860
19.0,42.666656,55.0,65.0,7.0,7.0,2.4444444444444446,274.0390320308788,2.6100635408770723,2.6100635408770727,-5.0,7.0,1.5537904977302806,1.0,1.0,0.4453126113281528,4861
31.0,16.0,40.0,72.0,16.0,7.0,8.9,252.82148031384224,3.784368487596862,2.6996700067762065,-20.0,16.0,0.8459051693633012,4.375,5.0,1.9375,4862
93.0,24.0,28.0,67.0,25.0,11.0,9.543478260869565,198.5287650672753,4.236740825255074,3.1053205841901157,-34.0,19.0,0.2335710029155958,2.833333333333333,5.0,3.875,4863
78.0,9.6,24.0,67.0,12.0,6.0,12.233766233766234,212.17476261724136,3.1412034670953366,1.943684907678228,-40.0,24.0,0.1710074520573097,4.157894736842105,5.0,8.125,4864
48.0,18.55484953333333,71.0,84.0,12.0,10.0,3.234042553191489,744.2759157632963,3.316006971125644,3.086433012612021,-9.0,7.0,0.2336165897846993,1.027027027027027,2.0,2.586924777469587,4865
27.0,16.0,45.0,65.0,8.0,6.0,8.423076923076923,220.02387325208457,2.8932333352564163,2.278192487227289,-15.0,15.0,0.8871201995900614,3.46875,5.0,1.6875,4866
27.0,16.0,52.0,72.0,10.0,6.0,10.153846153846152,345.0560405181598,3.213789706813957,2.509361928715665,-18.0,16.0,0.3020248787217104,3.21875,4.0,1.6875,4867
49.0,23.625,81.0,96.0,13.0,9.0,3.5625,1518.244165622244,3.388837346547088,2.817738928387435,-13.0,12.0,0.2480391854123053,0.7659574468085106,1.0,2.074074074074074,4868
37.0,38.4,67.0,81.0,12.0,10.0,2.5,604.832802516962,3.002730649635854,2.894622541527746,-5.0,8.0,0.5049752469181039,1.0,1.0,0.9635416666666669,4869
63.0,7.384607999999999,41.0,65.0,11.0,7.0,6.17741935483871,251.91646281768752,2.982190061220241,2.685758073084013,-24.0,16.0,0.1841959899724405,3.928571428571429,4.0,8.531258531258532,4870
36.0,16.0,40.0,65.0,13.0,7.0,9.342857142857143,194.20054698885104,3.530493056757482,2.5247824510368138,-24.0,12.0,0.4898979485566356,3.5,6.0,2.25,4871
50.0,22.875,36.0,65.0,18.0,9.0,7.36734693877551,208.27373925625,3.841076880026373,2.917780939298761,-22.0,12.0,0.3990115828008126,0.9555555555555556,2.0,2.185792349726776,4872
19.0,20.99999475,48.0,72.0,12.0,7.0,8.88888888888889,307.55834270818605,3.471354487013929,2.5445313041488338,-19.0,24.0,1.5396003329388224,3.7560975609756095,4.0,0.9047621309524376,4873
34.0,23.90625,72.0,84.0,10.0,9.0,2.1818181818181817,813.4004371168612,3.057476076289931,2.8954238702803154,-5.0,5.0,0.3601979774616435,1.0851063829787233,2.0,1.4222222222222225,4874
89.0,21.563463335416667,38.0,67.0,20.0,9.0,6.943181818181818,241.57340668694744,3.776316226768226,2.9151186735833736,-26.0,12.0,0.1369982221679773,1.0232558139534884,2.0,4.127351836558785,4875
33.0,14.769232,53.0,79.0,11.0,7.0,9.125,450.0936180435874,3.2994302125259107,2.7099831363385327,-26.0,11.0,0.8919015070409063,4.655172413793103,5.0,2.234374813802099,4876
60.0,23.8359375,41.0,69.0,19.0,9.0,8.830508474576272,256.54102762321685,4.001561013028491,2.901894024415801,-26.0,23.0,0.3980109156446316,2.74468085106383,5.0,2.517207472959685,4877
28.0,20.210528,55.0,81.0,14.0,8.0,7.444444444444445,433.4603389900463,3.5121884039686613,2.91379956460568,-26.0,10.0,1.0413956091011856,2.15,5.0,1.3854165512152874,4878
96.0,18.54517210833333,59.0,84.0,22.0,10.0,9.6,558.2069368224722,4.201219991868832,3.086433012612021,-20.0,17.0,0.2455718474554966,2.027027027027027,3.0,5.176549424249458,4879
14.0,21.333328,67.0,76.0,6.0,6.0,2.8461538461538463,514.1691687770771,2.378783493486176,2.378783493486176,-5.0,9.0,0.973008267568912,1.0,1.0,0.6562501640625411,4880
44.0,16.0,40.0,65.0,14.0,8.0,7.441860465116279,229.63801082505609,3.362205914663769,2.7350817563851377,-19.0,12.0,0.2536909794101328,3.0,3.0,2.75,4881
19.0,20.99999475,48.0,83.0,14.0,7.0,10.833333333333334,498.129373826906,3.681880802803403,2.549787381523038,-31.0,19.0,1.987615483095818,4.7317073170731705,5.0,0.9047621309524376,4882
17.0,14.769232,60.0,84.0,12.0,7.0,7.4375,676.611799359652,3.4992275471326924,2.6098501660289424,-19.0,12.0,1.4411535043418997,4.275862068965517,5.0,1.1510415707465358,4883
40.0,19.894738500000003,69.0,88.0,8.0,4.0,8.666666666666666,753.5337146210195,2.765957320949175,1.8464393446710157,-15.0,12.0,0.5753325737802022,1.435897435897436,2.0,2.010581843033524,4884
28.0,9.15,83.0,100.0,11.0,7.0,3.814814814814815,1711.2032822338283,3.243982153814128,2.7404155298816324,-10.0,8.0,0.1699673171197595,0.6666666666666666,2.0,3.060109289617486,4885
69.0,20.33332825,67.0,88.0,13.0,7.0,4.5588235294117645,750.482438067647,3.409593038272235,2.6852069697250607,-9.0,7.0,0.4627615988666672,0.9,3.0,3.3934434713116874,4886
34.0,23.9765625,36.0,60.0,17.0,8.0,12.363636363636363,143.60519927424463,3.875131048636409,2.816307519224645,-19.0,12.0,0.6938335237488067,2.0,2.0,1.4180514825676116,4887
93.0,22.04038645208333,48.0,74.0,19.0,9.0,8.032608695652174,341.8131921820504,3.8319598372358814,2.8203499605288176,-22.0,16.0,0.2583176265704715,2.9318181818181817,6.0,4.219526740249571,4888
39.0,19.2,58.0,77.0,12.0,7.0,6.789473684210527,463.4702417566749,3.3995336285639235,2.69188089232863,-18.0,8.0,0.4724490475099667,2.789473684210526,5.0,2.03125,4889
34.0,21.333344,65.0,86.0,10.0,5.0,11.787878787878787,714.4040770315811,2.9830841641434365,1.983084164143437,-17.0,12.0,0.9111373227714084,1.7142857142857142,4.0,1.5937492031253984,4890
75.0,37.5,70.0,84.0,10.0,8.0,2.4054054054054053,670.7119844040502,2.9802149602825105,2.7283440326909503,-12.0,7.0,0.295167432150282,0.5733333333333334,1.0,2.0,4891
32.0,16.0,41.0,65.0,12.0,7.0,8.806451612903226,222.5664100119849,3.390319531114783,2.605337797403416,-23.0,16.0,0.8362246062461755,4.0,4.0,2.0,4892
94.0,23.953125,36.0,69.0,23.0,10.0,9.827956989247312,228.81241996076204,4.059786415115651,2.982954573864154,-26.0,27.0,0.3461044953399536,3.042553191489361,5.0,3.9243313763861702,4893
24.0,9.6,31.0,62.0,11.0,7.0,12.956521739130435,168.79877665995943,3.418295834054489,2.584962500721156,-26.0,28.0,0.2857682908722606,2.473684210526316,3.0,2.5,4894
